Ticket #,Symbol,Volume,Date,Sold,Bought,Gross P/L,Comm,Dividends,Rollover,Adj,Net P/L,Condition,Created By
66316523,USD/CAD,"3,000",9/23/14 11:58 AM,1.10614, , , , , , , ,LE,3000047258
 , , ,9/23/14 12:30 PM, ,1.10769,-4.20,0.00,0.00,0.00,0.00,-4.20,SE,3000047258
66316544,USD/CAD,"3,000",9/23/14 11:58 AM,1.10614, , , , , , , ,LE,3000047258
 , , ,9/23/14 12:30 PM, ,1.10769,-4.20,0.00,0.00,0.00,0.00,-4.20,SE,3000047258
66284136,AUD/NZD,"3,000",9/26/14 8:31 AM,1.11281, , , , , , , ,LE,3000047258
 , , ,9/26/14 9:57 AM, ,1.11459,-4.21,0.00,0.00,0.00,0.00,-4.21,SE,3000047258
66284154,AUD/NZD,"3,000",9/26/14 8:31 AM,1.11281, , , , , , , ,LE,3000047258
 , , ,9/26/14 9:57 AM, ,1.11459,-4.21,0.00,0.00,0.00,0.00,-4.21,SE,3000047258
66559081,AUD/CAD,"5,000",9/30/14 8:58 PM,0.97836, , , , , , , ,Mkt,3000047258
 , , ,10/1/14 9:50 PM, ,0.97841,-0.22,0.00,0.00,-1.14,0.00,-1.36,SE,3000047258
66558664,NZD/CAD,"2,000",10/1/14 10:03 AM,0.87715, , , , , , , ,LE,3000047258
 , , ,10/1/14 10:46 AM, ,0.87514,3.59,0.00,0.00,0.00,0.00,3.59,LE,3000047258
66558762,NZD/CAD,"3,000",10/1/14 10:03 AM,0.87715, , , , , , , ,LE,3000047258
 , , ,10/1/14 10:46 AM, ,0.87199,13.83,0.00,0.00,0.00,0.00,13.83,LE,3000047258
66589464,AUD/USD,"2,000",10/1/14 10:37 PM,0.87962, , , , , , , ,LE,3000047258
 , , ,10/2/14 5:33 AM, ,0.87741,4.42,0.00,0.00,0.00,0.00,4.42,LE,3000047258
66589557,AUD/USD,"2,000",10/1/14 10:37 PM,0.87962, , , , , , , ,LE,3000047258
 , , ,10/2/14 2:30 PM, ,0.88180,-4.36,0.00,0.00,0.00,0.00,-4.36,SE,3000047258
66586125,EUR/USD,"4,000",10/2/14 9:14 AM,1.26827, , , , , , , ,LE,3000047258
 , , ,10/2/14 10:07 AM, ,1.26300,21.08,0.00,0.00,0.00,0.00,21.08,LE,3000047258
66790312,GBP/CAD,"4,000",10/9/14 8:34 PM,1.80321, , , , , , , ,LE,3000047258
 , , ,10/9/14 9:10 PM, ,1.80438,-4.18,-0.48,0.00,0.00,0.00,-4.66,SE,3000047258
66790320,GBP/CAD,"4,000",10/9/14 8:34 PM,1.80321, , , , , , , ,LE,3000047258
 , , ,10/9/14 9:10 PM, ,1.80438,-4.18,-0.48,0.00,0.00,0.00,-4.66,SE,3000047258
67341446,EUR/GBP,"5,000",11/12/14 6:24 AM,0.78771, , , , , , , ,LE,3000047258
 , , ,11/12/14 6:27 AM, ,0.78665,8.41,-0.60,0.00,0.00,0.00,7.81,LE,3000047258
67341557,EUR/GBP,"5,000",11/12/14 6:24 AM,0.78771, , , , , , , ,LE,3000047258
 , , ,11/12/14 10:21 AM, ,0.78877,-8.38,-0.60,0.00,0.00,0.00,-8.98,SE,3000047258
67341716,USD/CAD,"2,000",11/12/14 9:03 AM, ,1.12870, , , , , , ,LE,3000047258
 , , ,11/12/14 9:50 AM,1.13147, ,4.90,-0.24,0.00,0.00,0.00,4.66,LE,3000047258
67341753,USD/CAD,"1,000",11/12/14 9:03 AM, ,1.12870, , , , , , ,LE,3000047258
 , , ,11/13/14 12:18 PM,1.13642, ,6.79,-0.12,0.00,-0.08,0.00,6.59,Mkt,3000047258
68544067,AUD/NZD,"3,000",1/4/15 10:31 PM,1.05708, , , , , , , ,LE,3000047258
 , , ,1/5/15 12:20 AM, ,1.05533,4.01,-0.36,0.00,0.00,0.00,3.65,LE,3000047258
68544224,AUD/NZD,"3,000",1/4/15 10:31 PM,1.05708, , , , , , , ,LE,3000047258
 , , ,1/5/15 4:36 PM, ,1.05251,10.54,-0.36,0.00,0.00,0.00,10.18,SE,3000047258
68544474,AUD/USD,"3,000",1/5/15 9:33 PM,0.81356, , , , , , , ,LE,3000047258
 , , ,1/5/15 9:44 PM, ,0.81507,-4.53,-0.24,0.00,0.00,0.00,-4.77,SE,3000047258
68544654,AUD/USD,"3,000",1/5/15 9:33 PM,0.81356, , , , , , , ,LE,3000047258
 , , ,1/5/15 9:44 PM, ,0.81507,-4.53,-0.24,0.00,0.00,0.00,-4.77,SE,3000047258
68695096,EUR/AUD,"3,000",1/11/15 5:33 PM,1.44367, , , , , , , ,Mkt,3000047258
 , , ,1/12/15 4:46 AM, ,1.44731,-8.92,-0.36,0.00,0.00,0.00,-9.28,SE,3000047258
68695414,AUD/CAD,"5,000",1/11/15 8:20 PM,0.97521, , , , , , , ,LE,3000047258
 , , ,1/11/15 11:08 PM, ,0.97748,-9.58,-0.60,0.00,0.00,0.00,-10.18,SE,3000047258
68698265,EUR/AUD,"3,000",1/12/15 8:14 AM,1.45007, , , , , , , ,LE,3000047258
 , , ,1/12/15 9:50 AM, ,1.45316,-7.55,-0.36,0.00,0.00,0.00,-7.91,SE,3000047258
68698031,AUD/NZD,"4,000",1/13/15 6:32 AM,1.05253, , , , , , , ,LE,3000047258
 , , ,1/13/15 9:29 AM, ,1.05520,-8.24,-0.48,0.00,0.00,0.00,-8.72,SE,3000047258
68766817,AUD/NZD,"6,000",1/13/15 8:51 PM, ,1.05528, , , , , , ,LE,3000047258
 , , ,1/13/15 8:54 PM,1.05439, ,-4.13,-0.72,0.00,0.00,0.00,-4.85,SE,3000047258
68987746,AUD/NZD,"3,000",1/23/15 3:46 AM, ,1.06354, , , , , , ,LE,3000047258
 , , ,1/23/15 7:55 AM,1.06032, ,-7.19,-0.36,0.00,0.00,0.00,-7.55,SE,3000047258
68610250,GBP/AUD,"3,000",1/23/15 6:20 AM,1.88395, , , , , , , ,LE,3000047258
 , , ,1/23/15 7:43 AM, ,1.88776,-9.06,-0.36,0.00,0.00,0.00,-9.42,SE,3000047258
69030847,NZD/CAD,"10,000",1/23/15 7:45 AM, ,0.92533, , , , , , ,LE,3000047258
